TIMESTAMP,LOAD,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25
14,,93,72,75,72,93,69,85,92,68,88,76,82,89,77,76,78,72,84,75,84,65,88,84,76,80
15,,93,73,73,75,94,69,74,94,68,88,76,84,90,78,78,84,75,81,75,79,64,88,77,77,81
16,,93,75,70,77,94,69,72,94,68,79,76,84,90,75,78,85,77,77,77,82,64,88,72,77,82
17,,93,72,71,79,92,67,71,94,63,73,75,84,90,76,78,82,79,75,75,81,64,79,72,78,80
18,,90,72,71,78,90,67,73,92,63,70,75,81,88,75,76,79,78,77,75,77,65,70,73,72,76
19,,87,70,70,76,88,66,71,89,63,70,73,81,86,74,73,77,76,73,73,73,64,70,72,71,67
20,,83,66,69,74,84,66,69,84,61,68,73,79,82,73,71,74,74,72,73,72,65,70,70,71,67
21,,79,66,68,71,81,65,68,80,61,68,70,75,78,73,69,72,71,72,72,72,64,72,70,70,67
22,,77,66,67,71,79,64,67,77,61,68,68,73,75,72,68,70,72,72,72,69,65,70,70,69,67
23,,75,66,67,71,77,64,66,75,61,67,67,73,74,73,68,72,72,71,70,69,64,70,70,68,66
00,,74,66,66,70,76,64,66,73,61,66,67,72,72,71,67,71,70,68,70,70,63,70,68,67,66
01,,72,66,65,69,75,64,67,72,61,64,67,72,71,71,65,71,69,66,70,70,62,70,72,65,67
02,,71,66,65,69,73,64,68,69,61,66,66,72,69,71,66,73,69,70,68,70,62,70,72,66,66
03,,70,66,65,69,72,63,68,68,61,72,66,72,68,71,66,74,69,70,68,70,62,68,72,67,66
04,,69,66,64,69,71,64,67,67,61,71,66,72,67,71,67,74,69,70,68,72,63,68,73,67,66
05,,68,66,65,68,70,66,68,66,61,70,66,72,65,71,67,75,68,70,68,72,62,68,73,68,66
06,,67,66,65,68,70,68,71,65,61,71,66,72,65,71,67,75,68,72,68,72,63,72,73,69,67
07,,67,66,67,69,70,70,73,65,61,72,66,73,65,73,70,73,69,73,68,72,65,72,73,70,69
08,,72,72,68,69,74,75,75,70,63,75,67,73,67,74,70,75,69,75,70,72,68,73,75,70,71
09,,76,77,70,70,78,77,77,76,68,73,67,73,69,75,70,78,70,77,66,72,74,75,79,70,72
10,,80,73,73,71,82,78,73,80,68,73,69,75,71,77,70,80,71,79,68,76,77,75,79,70,73
11,,83,72,76,72,85,78,80,84,70,79,70,79,72,77,73,81,72,81,70,75,71,77,81,73,74
12,,86,72,71,73,86,70,75,87,70,81,71,79,73,76,73,82,73,79,70,81,70,79,84,75,77
13,,87,73,74,74,88,72,79,90,72,77,71,79,74,77,75,81,74,79,70,79,71,82,84,77,79
14,,89,77,76,78,89,74,81,91,72,82,71,80,74,76,78,82,78,81,70,79,69,79,86,78,79
15,,89,77,77,75,89,72,81,93,68,82,74,81,75,76,80,82,75,79,72,82,72,81,86,81,80
16,,89,72,76,78,89,73,81,93,68,86,75,80,75,76,80,80,78,81,73,81,73,84,88,78,75
17,,89,72,75,81,88,75,80,93,68,84,75,79,75,76,79,81,81,79,75,79,74,82,88,80,75
18,,87,72,74,79,86,76,78,91,68,81,74,79,74,74,78,80,79,77,75,77,73,82,86,78,73
19,,84,72,73,78,84,76,77,89,68,79,74,79,73,74,77,78,78,75,73,75,72,82,84,76,72
20,,81,70,71,76,81,75,76,86,68,77,71,77,72,73,73,76,76,75,73,75,72,79,82,75,71
21,,78,70,71,72,79,75,75,82,66,75,70,77,70,73,73,76,72,75,73,75,72,79,81,74,73
22,,76,70,70,75,77,74,75,80,66,75,71,79,69,73,74,76,73,73,73,75,73,77,79,74,73
23,,75,70,68,76,76,74,75,79,61,74,71,79,68,73,73,77,72,73,73,75,73,75,77,74,72
00,,74,70,68,75,75,74,75,77,63,73,72,79,68,73,74,76,75,75,72,73,72,73,77,74,72
01,,72,70,67,74,74,73,74,76,61,73,71,79,67,72,74,76,74,75,68,73,72,73,75,74,70
02,,71,70,66,72,72,73,74,74,61,75,70,75,67,73,72,76,72,75,68,73,72,73,75,73,70
03,,70,70,66,68,72,73,75,73,61,75,71,75,66,72,72,76,68,73,66,73,71,73,73,72,70
04,,69,70,65,70,71,73,74,72,60,74,68,75,66,72,71,76,70,73,66,73,72,73,73,70,70
05,,69,70,65,67,70,73,73,71,60,73,68,73,65,72,69,76,67,73,66,73,71,73,73,70,68
06,,68,70,67,68,70,73,73,71,59,73,69,73,65,72,70,76,68,73,66,73,71,75,75,70,70
07,,68,70,68,70,70,74,75,71,59,75,72,75,65,73,71,77,70,75,70,75,71,77,75,72,73
08,,72,72,69,74,74,75,78,74,63,79,73,79,68,74,74,78,74,77,72,79,75,79,81,75,75
09,,75,73,71,77,78,78,80,77,68,82,76,81,71,76,78,81,77,79,72,81,78,81,84,78,78
10,,78,77,74,78,81,82,83,79,68,84,79,81,74,76,81,82,78,81,75,82,80,84,86,82,81
11,,81,81,74,78,84,83,86,81,68,86,79,81,76,77,82,85,78,82,79,84,83,86,91,82,83
12,,82,84,72,81,86,85,88,83,68,90,79,81,78,77,82,86,81,84,81,84,84,88,90,84,85
13,,84,84,68,84,87,87,87,84,66,88,81,84,79,79,79,86,84,84,81,84,85,90,88,82,85
14,,85,86,63,81,88,89,87,85,63,88,82,86,80,79,83,82,81,82,79,82,86,88,88,86,86
15,,85,84,61,78,88,88,84,86,61,91,81,86,81,78,83,86,78,81,79,81,88,88,89,86,86
16,,85,84,61,69,88,86,79,86,58,86,76,82,81,77,83,84,69,79,73,82,86,90,89,86,84
17,,84,84,60,67,86,86,81,86,55,84,66,70,81,76,80,83,67,79,70,81,88,88,90,82,84
18,,82,79,59,68,84,81,79,84,55,84,66,72,79,75,65,81,68,79,66,79,85,84,86,68,83
19,,80,77,58,68,81,80,77,82,54,82,66,72,77,75,67,78,68,75,66,77,84,84,81,67,79
20,,68,75,56,68,78,78,76,79,54,81,66,72,68,74,66,77,68,75,64,75,80,82,75,67,75
21,,68,73,54,65,75,76,75,76,48,77,64,72,66,74,67,77,65,75,63,75,79,73,72,67,73
22,,68,70,53,61,73,68,75,74,52,75,62,68,66,74,67,77,61,74,61,75,78,73,72,67,71
23,,64,70,52,56,71,68,75,72,52,72,59,66,65,74,64,77,59,74,57,75,75,73,72,66,70
00,,68,67,51,56,70,69,75,71,52,70,57,57,63,73,65,77,58,75,55,75,73,73,70,64,69
01,,59,70,51,51,67,68,74,67,50,70,56,61,61,73,63,77,57,75,55,73,73,72,68,63,67
02,,57,64,49,51,65,67,73,65,48,68,54,59,61,73,59,75,55,74,54,72,72,72,66,62,65
03,,56,64,50,50,64,68,72,64,48,66,52,57,57,72,57,73,54,72,54,72,70,68,66,61,64
04,,55,64,49,50,63,67,71,62,48,65,50,56,56,72,55,70,53,71,53,70,69,66,63,59,63
05,,54,64,48,50,62,67,69,61,48,64,49,55,54,71,54,69,51,70,52,70,67,64,61,57,62
06,,52,64,48,50,62,67,69,61,48,64,51,54,55,70,54,69,50,70,52,68,65,64,61,56,61
07,,61,64,51,57,62,67,66,61,48,63,57,59,64,68,60,64,57,70,61,66,65,64,64,60,62
08,,63,64,55,63,69,66,66,67,52,68,60,63,66,69,64,65,63,72,64,66,65,66,68,63,64
09,,68,70,60,65,75,67,66,73,54,70,63,66,68,70,66,67,65,70,66,66,66,72,70,66,68
10,,72,70,63,67,81,68,68,78,55,72,66,72,72,71,68,70,67,70,68,68,68,73,72,68,70
11,,72,72,64,70,85,73,68,82,57,73,68,73,72,71,71,70,70,70,70,70,69,75,75,70,73
12,,73,72,67,71,88,74,70,86,59,75,70,73,73,67,72,74,71,74,72,72,70,75,77,73,74
13,,75,73,67,72,90,74,71,88,59,75,70,73,75,67,74,77,72,72,72,73,71,77,79,74,75
14,,77,73,67,74,92,76,71,90,61,79,72,75,79,66,74,78,72,72,73,75,70,79,79,73,76
15,,79,73,67,74,92,75,72,92,61,81,73,77,79,65,76,81,72,72,72,73,71,79,79,77,77
16,,79,75,67,74,92,73,70,92,59,77,73,75,79,68,76,77,73,70,73,77,71,79,81,76,76
17,,87,81,67,74,89,71,72,92,57,77,72,73,81,67,75,78,73,70,73,75,70,77,79,77,77
18,,75,75,67,73,86,71,70,89,64,77,72,73,86,66,74,74,73,70,72,72,70,75,79,75,75
19,,70,72,64,68,81,67,68,85,57,73,68,66,72,65,67,73,68,68,68,72,68,73,77,71,70
20,,64,64,60,65,65,65,65,69,54,70,64,63,63,65,60,71,65,66,63,68,66,72,72,65,65
21,,57,63,57,63,62,65,64,61,48,70,60,61,57,66,58,68,63,63,63,66,66,66,70,62,64
22,,55,59,54,61,63,64,64,63,52,66,59,57,55,67,55,68,55,65,61,67,65,64,64,59,62
23,,53,57,51,60,60,63,63,60,48,64,56,55,54,67,54,68,54,64,61,68,65,64,64,58,61
00,,52,63,49,58,58,63,63,58,48,61,55,55,54,66,57,66,58,64,61,66,63,61,59,57,60
01,,52,61,48,58,60,63,62,55,48,61,54,54,52,68,55,64,58,63,55,64,62,63,57,55,59
02,,52,59,48,57,57,63,62,55,43,61,54,54,52,68,51,62,57,63,55,64,62,61,57,54,58
03,,52,58,45,55,55,63,61,56,46,57,52,54,50,67,50,60,55,64,54,64,60,61,55,53,57
04,,52,57,44,52,54,62,61,54,41,58,52,54,48,67,50,60,52,63,52,64,60,59,55,53,56
05,,52,52,44,52,53,60,58,53,41,59,51,54,48,66,49,63,52,61,52,63,59,59,55,52,56
06,,52,54,45,55,54,60,59,52,41,59,52,54,50,67,51,65,55,61,52,63,60,61,55,53,56
07,,59,63,50,61,60,61,65,60,48,64,59,57,60,69,61,67,61,66,59,64,65,64,61,60,61
08,,66,70,50,66,67,64,67,67,48,70,65,68,73,70,67,70,66,70,64,70,70,72,70,68,68
09,,72,73,55,71,72,71,71,72,54,73,69,73,75,72,72,75,71,73,68,73,72,73,77,74,72
10,,77,73,63,72,76,75,75,76,57,75,72,77,79,74,74,79,72,76,70,75,74,79,81,77,75
11,,79,73,66,74,78,77,78,78,63,79,76,81,79,74,77,81,74,79,72,77,75,79,82,77,77
12,,82,75,70,78,81,78,77,81,63,79,78,81,82,75,78,82,78,81,73,81,75,81,82,80,77
13,,84,75,72,80,83,76,79,83,63,79,79,84,82,76,80,83,80,81,75,81,77,82,84,81,79
14,,79,77,73,82,82,77,80,82,63,82,80,84,76,76,80,83,82,81,75,81,77,82,86,83,80
15,,79,79,69,81,85,77,81,85,63,82,78,84,77,77,82,81,81,82,77,81,76,81,88,82,80
16,,79,79,68,80,85,77,81,85,63,82,80,86,77,76,80,81,80,81,79,79,77,81,88,83,82
17,,84,83,68,80,84,76,81,84,57,82,80,84,82,75,81,80,80,79,75,79,74,80,88,81,80
18,,81,77,67,76,83,73,77,83,57,82,78,84,82,72,79,78,76,73,66,75,73,79,86,80,79
19,,79,73,67,64,77,70,73,77,57,79,76,81,77,69,76,75,64,72,64,72,70,79,84,77,76
20,,72,70,60,64,71,66,70,73,55,75,74,75,72,67,76,72,64,70,64,70,65,77,81,75,70
21,,69,70,59,65,67,67,67,69,55,72,69,66,70,65,72,71,65,68,63,70,62,73,77,74,71
22,,67,64,58,63,65,63,65,66,62,70,70,66,69,62,67,68,61,69,63,67,61,73,77,73,70
23,,66,64,58,62,63,63,64,65,58,65,62,72,68,62,68,68,61,70,63,67,61,72,73,71,68
00,,65,63,57,62,62,61,63,63,54,61,61,66,67,60,71,68,62,66,63,66,60,70,72,71,63
01,,64,59,57,61,61,63,61,62,54,61,61,66,66,60,70,68,61,64,63,64,60,66,70,70,62
02,,63,57,58,60,59,62,61,60,54,55,60,66,65,59,66,64,60,61,61,63,60,64,70,69,60
03,,62,57,57,61,58,61,59,59,54,55,60,66,64,60,66,62,61,59,61,63,60,61,63,68,58
04,,61,57,57,60,57,60,59,57,54,58,60,66,64,63,65,60,60,59,61,61,59,58,64,67,57
05,,60,55,58,61,56,60,59,56,54,61,60,63,63,62,65,59,61,57,61,59,60,63,66,66,57
06,,60,59,58,61,56,65,61,56,54,61,61,64,63,66,64,63,61,59,61,62,61,60,66,66,61
07,,60,64,58,62,56,69,69,56,54,66,62,66,63,71,66,72,62,66,55,70,65,70,73,68,66
08,,66,70,59,63,63,71,74,62,54,73,63,68,67,73,71,78,63,75,63,73,69,73,77,72,72
09,,71,73,62,67,70,75,77,67,54,79,65,72,70,75,72,80,67,79,63,79,73,82,79,76,75
10,,76,77,60,70,75,77,80,72,55,82,69,73,74,77,76,81,70,79,63,79,76,80,84,79,80
11,,79,81,60,71,80,78,82,76,55,86,73,79,76,78,79,83,71,82,63,81,76,81,86,82,83
12,,82,84,61,71,83,79,83,79,55,88,72,81,78,79,79,84,71,82,64,81,77,81,90,81,85
13,,84,84,66,70,85,80,83,82,55,88,71,79,80,80,81,84,70,82,64,81,79,82,88,85,86
14,,86,84,67,68,87,81,83,83,55,84,70,79,81,80,79,83,68,82,64,81,80,82,90,82,86
15,,86,84,70,69,87,81,82,85,57,86,65,66,82,77,80,81,69,81,64,81,81,87,90,85,83
16,,86,66,67,69,87,81,81,85,55,82,67,76,82,78,68,81,69,81,64,79,79,81,88,82,74
17,,85,68,69,69,85,79,78,85,55,68,67,79,82,77,70,80,69,77,66,75,76,79,82,74,69
18,,83,64,66,70,82,77,75,83,57,68,68,75,80,75,72,78,70,75,66,75,75,75,77,74,67
19,,80,64,63,69,79,76,75,80,55,68,67,73,78,74,69,76,69,73,66,73,68,72,77,73,67
20,,76,64,59,67,75,74,71,76,54,68,67,72,66,73,64,73,67,72,63,70,67,79,75,71,66
21,,72,64,56,64,71,74,69,72,54,70,65,72,64,73,65,73,64,72,61,72,68,75,75,69,65
22,,69,64,54,63,69,74,68,69,54,70,63,66,63,73,64,73,62,73,57,70,67,73,75,70,63
23,,67,64,52,62,67,73,67,67,54,69,60,66,65,73,66,74,61,73,55,71,66,72,75,69,65
00,,66,64,50,61,65,71,67,66,54,68,59,64,66,73,69,74,59,68,57,73,64,70,73,69,67
01,,64,64,49,60,64,71,68,64,48,68,59,64,65,73,70,73,58,70,55,73,64,68,73,70,68
02,,63,64,47,59,61,70,68,62,48,68,59,63,61,72,63,72,59,70,55,72,64,66,73,69,66
03,,62,64,45,59,60,70,65,61,57,66,58,63,62,72,63,71,59,70,54,72,65,65,72,69,64
04,,61,63,44,59,59,70,62,60,51,66,58,63,61,72,62,71,59,68,54,70,65,64,72,67,64
05,,60,64,44,59,58,70,62,58,45,66,58,63,60,72,61,71,59,64,45,70,65,63,72,63,63
06,,59,64,45,59,58,71,64,58,43,66,59,63,63,73,61,71,59,66,52,66,67,62,70,62,65
07,,59,70,47,59,58,74,71,58,46,68,59,63,63,74,61,74,59,72,55,71,70,62,72,62,66
08,,64,70,49,60,65,77,75,64,52,73,59,64,64,76,63,78,60,75,57,75,74,68,70,65,71
09,,70,72,55,60,71,77,79,69,55,77,61,64,64,76,63,80,60,75,64,79,75,72,73,66,73
10,,74,73,61,64,77,79,81,74,57,81,63,66,64,78,64,80,64,81,70,81,79,75,75,65,77
11,,78,77,65,67,81,80,82,79,59,81,66,68,66,80,65,79,67,79,70,81,76,77,75,68,79
12,,80,73,68,71,84,79,82,82,61,79,69,73,70,78,68,81,71,79,73,81,79,79,75,69,71
13,,82,73,69,73,86,81,80,84,63,68,70,73,73,78,70,80,73,81,73,79,78,81,79,72,66
14,,84,66,69,74,88,79,78,86,64,73,71,76,79,78,72,77,74,79,73,75,75,82,81,74,70
15,,84,70,71,76,88,77,75,88,66,73,74,79,79,79,74,70,76,75,75,73,67,83,81,74,75
16,,84,70,72,75,88,76,67,88,64,77,73,79,81,77,73,72,75,73,75,73,65,84,81,75,75
17,,83,70,69,76,86,65,71,88,64,75,73,79,83,75,74,74,76,72,75,73,63,84,81,76,70
18,,81,64,69,74,83,67,74,85,61,70,72,79,79,75,73,74,74,70,73,73,64,82,79,75,70
19,,78,64,66,70,79,67,69,82,59,70,69,73,72,74,66,71,70,70,72,70,64,80,77,71,68
20,,73,63,61,67,75,68,68,77,59,68,66,66,63,74,62,71,67,68,64,68,64,76,73,65,63
21,,69,61,58,64,70,62,66,72,57,66,64,63,60,74,60,69,64,66,63,68,64,72,64,63,61
22,,66,61,56,63,68,63,64,69,55,64,62,61,59,73,58,67,63,70,64,68,63,70,63,61,60
23,,64,62,54,58,66,62,64,67,54,61,60,61,57,72,57,66,61,69,61,65,63,69,61,59,59
00,,63,63,52,60,64,59,62,65,54,60,57,61,55,72,58,65,60,68,57,63,61,67,59,58,58
01,,61,59,51,58,62,61,62,63,54,60,57,57,55,71,59,64,58,66,55,63,60,65,57,59,57
02,,59,59,48,59,60,60,60,61,54,59,58,57,54,71,53,61,59,64,55,61,60,63,55,57,57
03,,58,57,50,55,59,58,59,59,52,59,56,57,54,71,53,63,55,63,54,59,60,62,57,56,55
04,,57,57,50,51,58,62,57,58,48,58,54,57,55,70,53,62,51,59,54,57,60,61,55,56,54
05,,56,55,49,55,56,61,58,56,48,61,52,57,53,69,52,61,55,55,52,59,61,60,55,55,56
06,,55,57,48,53,56,62,61,56,48,63,53,57,53,70,54,62,53,57,54,61,61,59,57,60,60
07,,55,63,53,61,56,63,66,56,52,64,60,63,63,73,62,66,61,66,57,64,61,59,67,63,64
08,,60,64,58,66,62,66,71,61,55,73,62,68,70,73,67,72,66,72,63,72,63,66,75,68,70
09,,65,70,64,70,68,73,77,66,61,77,68,73,75,75,71,78,70,79,66,77,68,71,79,72,74
10,,70,73,69,73,72,76,80,70,63,79,71,79,79,76,74,82,73,81,70,81,71,74,81,76,77
11,,73,75,71,76,76,78,82,74,66,81,75,81,79,79,77,84,76,82,73,82,77,77,82,79,79
12,,75,77,75,79,79,80,84,77,66,82,77,81,81,80,78,85,79,82,75,82,80,79,82,82,80
13,,77,79,76,80,80,81,83,79,63,82,77,81,81,79,80,84,80,82,77,81,81,81,86,82,81
14,,79,81,78,80,82,81,78,81,64,82,76,84,81,78,81,84,80,79,77,81,81,83,86,84,81
15,,79,83,75,81,82,82,82,82,66,82,79,84,81,78,80,85,81,82,77,82,82,84,86,83,83
16,,79,77,75,81,82,82,82,82,66,82,79,84,75,78,82,84,81,81,75,81,83,84,86,80,80
17,,78,77,76,80,81,82,81,82,68,82,77,84,75,77,81,83,80,79,77,81,81,85,86,83,81
18,,77,77,74,79,80,78,79,81,68,82,77,81,74,76,79,80,79,76,75,79,79,83,86,81,80
19,,75,72,71,77,78,77,76,79,66,77,73,75,77,75,72,77,77,75,73,75,69,81,84,75,76
20,,73,66,68,73,76,75,74,77,63,75,70,73,70,74,64,75,73,73,68,73,68,78,77,70,69
21,,70,64,65,73,74,75,73,74,63,75,69,72,67,75,63,74,73,73,66,72,68,75,77,67,66
22,,69,64,60,68,72,68,72,73,63,72,67,73,66,75,62,74,68,74,64,72,67,74,77,65,64
23,,68,59,59,66,71,67,72,72,61,70,68,73,64,75,63,74,68,74,64,72,67,73,77,63,68
00,,67,64,55,66,71,69,69,71,57,68,67,73,64,74,66,74,66,73,63,70,67,72,75,66,69
01,,66,66,54,63,70,70,67,70,61,68,64,73,63,74,65,74,63,73,61,72,66,69,73,65,69
02,,65,64,55,63,69,71,69,69,57,68,62,72,61,74,66,74,63,73,61,68,65,68,72,64,68
03,,65,64,52,61,68,70,69,69,57,66,63,70,61,74,66,74,61,73,64,72,65,68,70,64,67
04,,64,64,51,59,68,69,70,68,57,67,61,68,60,73,63,68,59,73,64,72,66,67,68,63,66
05,,63,64,54,60,67,69,71,67,55,68,61,63,59,73,59,68,60,73,64,72,64,66,66,64,64
06,,63,65,55,58,67,71,71,67,57,68,62,61,59,74,60,74,58,73,64,70,65,65,68,64,65
07,,63,65,56,60,67,73,74,67,55,70,62,63,59,75,62,76,60,73,55,72,68,65,70,65,68
08,,68,70,57,62,71,74,77,71,57,69,59,61,64,74,61,79,62,77,64,77,70,68,72,65,69
09,,73,73,60,63,76,77,80,74,55,67,61,63,68,76,59,81,63,81,63,81,71,70,66,64,69
10,,77,70,61,63,79,76,80,77,57,66,62,63,72,77,61,81,63,81,63,81,70,71,66,62,65
11,,80,70,60,64,82,76,72,80,57,64,63,66,75,78,62,84,64,72,64,70,68,73,66,63,64
12,,83,71,62,66,83,71,65,82,59,64,63,66,77,76,63,71,66,64,64,64,66,74,64,64,65
13,,84,72,63,67,85,68,65,84,63,64,64,70,79,67,64,67,67,66,66,66,67,74,64,66,66
14,,86,72,65,69,86,68,67,85,63,66,64,72,81,70,66,68,68,66,70,66,66,75,72,68,67
15,,86,73,65,69,86,69,66,86,63,68,67,73,82,69,66,71,69,68,72,68,69,76,73,68,68
16,,86,73,64,70,86,69,70,86,63,70,67,73,82,71,69,72,70,70,72,70,69,76,73,69,67
17,,85,73,64,69,85,69,70,86,63,70,67,73,82,72,69,73,69,70,70,72,68,76,73,71,68
18,,83,72,63,69,83,69,70,84,61,72,67,73,80,72,68,74,69,72,70,73,67,75,73,68,68
19,,81,71,62,67,81,67,70,81,61,70,65,71,78,71,66,72,67,70,68,72,67,73,73,68,66
20,,65,64,61,66,78,65,68,77,59,68,64,68,66,71,64,71,66,70,66,70,65,65,72,66,65
21,,66,64,61,66,75,64,67,72,57,68,64,70,64,71,64,71,66,68,66,70,65,69,72,66,65
22,,65,64,61,65,73,65,68,70,64,68,65,68,63,70,63,70,66,69,64,69,65,68,72,67,64
23,,65,63,60,65,72,64,67,68,57,67,64,66,63,70,63,71,66,70,64,68,64,62,70,66,64
00,,65,61,60,65,71,65,68,67,57,66,63,66,63,70,65,71,65,66,64,70,64,60,70,65,64
01,,64,62,59,64,70,64,67,64,55,66,63,66,64,68,65,70,64,66,63,68,63,64,68,65,65
02,,64,63,59,65,68,66,66,61,55,66,63,66,64,68,64,71,65,66,64,68,64,61,68,66,65
03,,64,64,58,65,68,65,66,60,55,63,63,66,64,69,64,69,65,66,63,66,62,63,68,66,64
04,,64,63,58,64,67,64,66,59,55,64,63,66,64,67,64,69,64,66,63,66,62,62,68,66,64
05,,64,63,58,63,66,65,67,57,55,66,63,66,64,68,64,70,63,64,63,68,63,62,68,65,65
06,,63,64,58,63,66,66,67,57,55,66,63,66,64,68,64,69,63,71,64,66,64,64,68,66,65
07,,64,64,60,64,66,67,66,57,55,66,64,66,66,70,64,69,64,68,64,66,65,64,68,66,66
08,,65,64,63,66,69,69,66,62,57,66,64,66,66,71,66,70,66,66,68,66,66,64,68,67,66
09,,66,64,67,66,72,68,67,66,57,68,63,68,61,67,67,70,66,66,70,66,66,64,68,66,65
10,,67,64,69,67,75,66,68,70,63,68,68,70,66,68,63,71,67,68,73,68,64,64,70,66,66
11,,72,64,72,73,77,66,70,74,64,70,72,73,73,68,66,72,73,70,75,70,66,69,70,66,68
12,,73,66,74,76,78,69,68,76,66,68,74,75,68,68,71,72,76,70,75,68,68,73,73,70,69
13,,73,70,74,77,79,70,70,78,68,70,75,79,69,68,75,70,77,70,79,70,70,70,75,74,70
14,,79,72,75,79,80,70,71,80,68,70,75,79,70,68,76,70,77,70,79,70,70,66,77,76,73
15,,73,73,76,79,80,71,70,81,67,73,78,81,70,69,77,70,78,70,79,70,71,72,81,77,74
16,,73,73,75,78,80,72,72,81,66,75,77,81,70,67,78,71,78,70,79,72,72,72,81,77,76
17,,72,78,74,80,79,75,73,81,68,77,77,81,70,68,77,74,80,72,79,72,72,77,81,78,76
18,,77,72,73,79,77,73,73,79,66,77,75,81,69,67,76,75,79,72,77,73,70,72,81,77,75
19,,72,64,70,70,75,70,71,77,63,73,74,73,74,66,69,73,70,72,73,72,69,69,77,73,73
20,,68,64,66,68,72,66,65,73,61,68,68,72,66,63,62,67,68,64,68,68,67,71,72,65,63
21,,66,67,61,65,70,62,63,69,61,64,66,66,70,63,60,65,65,65,66,63,65,68,70,63,60
22,,64,65,58,66,68,59,61,67,59,64,65,64,59,62,60,63,61,66,64,63,64,66,68,61,59
23,,63,65,58,63,67,60,63,65,57,60,62,63,58,66,60,63,57,65,61,61,61,65,66,60,59
00,,63,64,56,60,66,58,61,64,54,55,61,62,57,63,59,61,60,59,61,59,61,64,64,59,58
01,,62,62,54,62,61,61,59,62,54,54,64,61,55,63,57,61,62,57,61,57,61,62,61,57,57
02,,61,60,54,61,60,61,58,61,54,54,59,61,55,61,58,60,61,57,57,57,61,61,59,58,57
03,,60,60,53,61,59,61,58,59,55,54,58,57,56,67,57,59,61,55,55,57,59,60,61,57,58
04,,60,58,52,60,58,61,58,58,55,56,57,57,55,68,56,59,60,55,57,55,59,60,61,56,58
05,,59,57,53,59,57,59,59,57,56,59,53,57,54,65,55,57,59,54,60,56,60,59,59,57,55
06,,59,61,55,57,57,63,59,57,57,59,54,62,61,68,60,60,57,55,63,57,64,58,61,57,60
07,,59,64,59,63,57,68,65,57,58,66,62,66,70,71,65,67,63,64,66,63,68,58,66,64,65
08,,64,64,63,69,62,69,70,61,59,72,68,68,75,73,70,72,69,70,70,70,68,65,73,69,69
09,,69,70,68,73,66,72,74,65,61,75,71,72,77,75,73,76,73,72,73,73,69,69,77,73,73
10,,73,72,70,76,70,74,77,68,63,77,74,75,78,76,76,78,76,77,75,75,70,73,79,76,76
11,,76,72,73,76,72,76,78,71,68,79,76,79,71,77,78,80,76,78,77,79,71,76,81,78,78
12,,79,73,75,78,74,77,81,73,68,81,78,79,81,77,79,82,78,81,79,81,71,78,81,80,79
13,,80,75,76,78,76,79,81,75,68,81,79,82,82,79,79,84,78,82,79,82,70,80,82,80,80
14,,82,77,78,80,77,80,82,76,70,82,80,82,82,80,79,81,80,77,81,82,69,82,84,83,81
15,,82,77,76,81,77,73,81,77,72,82,80,84,84,76,81,81,81,78,81,81,67,83,86,82,82
16,,82,82,78,81,77,71,82,77,68,82,80,84,84,74,81,80,81,79,81,81,69,83,86,82,81
17,,81,75,75,80,76,68,80,77,68,82,79,84,84,71,81,79,80,79,79,79,68,84,86,82,81
18,,80,73,74,78,74,68,79,76,66,81,79,82,82,68,75,78,78,75,77,77,68,82,84,81,80
19,,78,70,71,74,73,66,74,74,64,81,75,79,75,65,71,75,74,73,75,73,67,80,82,79,71
20,,75,64,70,73,70,65,72,72,61,77,73,73,70,64,67,72,73,72,72,72,67,76,82,71,66
21,,72,64,66,70,68,65,73,70,61,70,72,73,66,64,67,72,70,72,70,70,66,72,75,68,65
22,,70,63,64,72,67,65,68,69,59,72,69,66,64,65,69,71,66,72,66,68,64,70,70,69,66
23,,69,55,61,71,66,66,67,68,57,67,66,73,62,65,67,69,64,69,66,68,65,69,68,67,64
00,,68,55,59,69,65,64,66,67,57,63,63,73,61,65,65,69,69,64,63,66,62,68,70,65,62
01,,67,55,56,69,64,62,64,66,57,64,63,72,60,66,63,67,69,64,61,66,60,65,66,63,60
02,,66,55,55,64,63,60,63,65,55,61,60,66,58,66,63,68,64,66,63,64,62,64,66,63,59
03,,65,54,56,67,62,57,63,64,55,59,59,64,56,67,61,68,67,66,63,64,56,63,66,62,58
04,,64,52,55,67,62,58,62,64,55,60,59,64,55,67,58,67,67,64,63,63,60,62,63,59,57
05,,63,52,53,66,61,58,62,63,55,61,57,64,54,66,59,64,66,63,63,61,62,61,63,59,56
06,,63,54,53,64,61,61,64,63,63,63,57,64,54,66,61,64,64,66,63,64,63,60,64,60,58
07,,63,57,56,65,61,64,67,63,55,64,59,64,54,68,63,69,65,68,63,66,64,60,64,63,62
08,,68,63,61,68,66,66,68,67,57,66,62,66,60,69,65,73,68,72,66,70,65,65,68,66,65
09,,73,64,64,71,70,67,71,70,59,66,66,72,65,70,68,76,71,72,66,72,65,68,70,69,67
10,,76,66,65,74,74,70,73,73,61,70,69,73,69,70,70,78,74,75,70,73,66,71,75,70,69
11,,79,70,64,76,77,70,73,75,61,70,70,73,73,71,72,79,76,73,72,75,66,73,75,71,70
